Frequency_Hz,Z_real_Ohm,Z_imag_Ohm
1000000.0,12.002,-0.0033
873326.1623828437,12.0021,-0.0037
762698.5859023451,12.0023,-0.004
666084.6290809154,12.0024,-0.0044
581709.1329374358,12.0026,-0.0049
508021.80469130224,12.0028,-0.0054
443668.7330978616,12.003,-0.006
387467.5120456128,12.0032,-0.0066
338385.51534282335,12.0034,-0.0073
295520.9235202888,12.0037,-0.0082
258086.15404180766,12.0039,-0.0091
225393.39047347888,12.0042,-0.0101
196841.94472866112,12.0045,-0.0112
171907.22018585747,12.0048,-0.0125
150131.07289081742,12.0051,-0.014
131113.3937421563,12.0055,-0.0156
114504.75699382812,12.0059,-0.0175
100000.0,12.0063,-0.0196
87332.61623828438,12.0068,-0.0219
76269.85859023451,12.0072,-0.0246
66608.46290809155,12.0077,-0.0276
58170.91329374358,12.0083,-0.0311
50802.180469130224,12.0089,-0.035
44366.87330978607,12.0095,-0.0394
38746.75120456128,12.0101,-0.0444
33838.551534282335,12.0109,-0.05
29552.092352028878,12.0116,-0.0565
25808.615404180768,12.0124,-0.0638
22539.339047347934,12.0133,-0.0721
19684.19447286611,12.0143,-0.0816
17190.722018585744,12.0153,-0.0924
15013.107289081743,12.0164,-0.1046
13111.33937421563,12.0175,-0.1186
11450.475699382812,12.0188,-0.1345
10000.0,12.0201,-0.1526
8733.261623828437,12.0216,-0.1732
7626.9858590234435,12.0232,-0.1967
6660.846290809161,12.0249,-0.2236
5817.091329374358,12.0267,-0.2542
5080.218046913023,12.0287,-0.2891
4436.6873309786115,12.0309,-0.3289
3874.675120456132,12.0333,-0.3743
3383.8551534282333,12.036,-0.4262
2955.2092352028876,12.0389,-0.4855
2580.861540418074,12.0422,-0.5531
2253.933904734791,12.0459,-0.6304
1968.4194472866113,12.05,-0.7187
1719.0722018585745,12.0547,-0.8196
1501.3107289081743,12.0602,-0.9348
1311.1339374215643,12.0665,-1.0665
1145.0475699382823,12.0739,-1.217
1000.0,12.0826,-1.3891
873.3261623828437,12.0931,-1.5857
762.6985859023443,12.1058,-1.8105
666.0846290809161,12.1213,-2.0675
581.7091329374358,12.1404,-2.3612
508.0218046913023,12.1642,-2.697
443.6687330978611,12.1939,-3.0808
387.4675120456132,12.2313,-3.5194
338.38551534282334,12.2788,-4.0205
295.52092352028876,12.3393,-4.5929
258.0861540418074,12.4166,-5.2464
225.39339047347912,12.516,-5.9922
196.84194472866113,12.6438,-6.8425
171.90722018585745,12.8087,-7.811
150.13107289081742,13.0217,-8.9127
131.11339374215643,13.297,-10.1636
114.50475699382824,13.6528,-11.5805
100.0,14.1124,-13.1805
87.33261623828437,14.7051,-14.9797
76.26985859023452,15.4674,-16.992
66.60846290809154,16.4441,-19.227
58.170913293743574,17.6892,-21.6864
50.80218046913023,19.2651,-24.3606
44.36687330978616,21.2421,-27.2229
38.746751204561285,23.6939,-30.2245
33.83855153428233,26.6909,-33.2891
29.55209235202888,30.29,-36.3091
25.808615404180767,34.5211,-39.1469
22.539339047347887,39.3718,-41.6422
19.684194472866114,44.7749,-43.6277
17.190722018585745,50.6037,-44.9525
15.013107289081743,56.6783,-45.507
13.111339374215657,62.7855,-45.2454
11.450475699382812,68.7081,-44.1943
10.0,74.2545,-42.4477
8.733261623828437,79.2822,-40.1481
7.626985859023452,83.7079,-37.4612
6.660846290809154,87.5052,-34.5515
5.817091329374358,90.6939,-31.5641
5.080218046913022,93.3253,-28.6156
4.436687330978616,95.4673,-25.7911
3.874675120456128,97.1938,-23.1469
3.3838551534282333,98.5766,-20.7154
2.955209235202888,99.681,-18.5108
2.5808615404180766,100.5633,-16.5346
2.2539339047347933,101.2714,-14.7793
1.9684194472866112,101.8441,-13.2327
1.7190722018585747,102.3131,-11.8792
1.5013107289081742,102.7035,-10.7027
1.3111339374215656,103.0352,-9.6866
1.1450475699382812,103.324,-8.8152
1.0,103.5822,-8.074
0.8733261623828438,103.8195,-7.4494
0.7626985859023452,104.0436,-6.9296
0.6660846290809154,104.2606,-6.5037
0.5817091329374358,104.4753,-6.1625
0.5080218046913023,104.6918,-5.8975
0.4436687330978616,104.9132,-5.7018
0.3874675120456128,105.1423,-5.5692
0.33838551534282335,105.3816,-5.4946
0.2955209235202888,105.6331,-5.4734
0.2580861540418077,105.8988,-5.5021
0.22539339047347934,106.1805,-5.5778
0.19684194472866112,106.4799,-5.6979
0.17190722018585747,106.7987,-5.8607
0.15013107289081742,107.1387,-6.0649
0.13111339374215658,107.5017,-6.3095
0.11450475699382812,107.8894,-6.5941
0.1,108.3037,-6.9185
