llzo_wt_percent,ionic_conductivity,youngs_modulus,tensile_strength,operating_temperature,electrolyte_thickness,c_rate,bending_radius,capacity_retention
7.659502314266916,0.00017743599459881884,2.8154624485515938,5.870390704732533,50.15447149123139,115.79697637333605,0.24278008558413192,9.759125166234336,0.6648918983680655
18.518281030692645,0.0007336711658342691,4.298794018343751,10.94387588497328,61.403205215797385,140.69655925915623,0.6380600242322193,6.2385214156015305,0.8460031461520456
15.724643881801672,0.0005483469440255378,9.532631872576006,12.66204587407868,25.08127777045204,110.95852400168981,1.8849119249227964,7.336400445823672,0.8609299654482983
22.05844528906594,0.00040787548852386034,7.333813258378603,3.7317939167954184,68.90284033260087,127.59361649856613,0.9370335906003068,11.126097856210036,0.6761611137525355
11.576050823401443,0.0007736971804684022,1.335843521199157,3.1430533677425267,54.31954347033637,101.78369457178907,1.801598207689017,14.865358077698893,0.7119025598546764
0.6696400573738751,0.00018213960379605856,0.647824071699288,6.0058759088474085,34.289327423096836,53.67181443593731,1.7587932663348056,17.185349064402835,0.550226866589687
5.937658565298301,0.00036322378959791865,6.435670451607027,9.918560937377261,62.44197122882474,90.65473306304605,0.7811650791160187,6.136310237203123,0.6541794175570609
14.575235464071703,0.000492403218579046,4.171523803196711,9.654724447217047,46.41832351679487,70.56029741974903,0.4304315975691908,6.318631986789254,0.8634588432886676
17.865569497864545,0.0006096692058941525,9.04884685053068,12.709411039946048,36.74608415739309,25.39116847995863,1.9251486179502846,13.915647715893057,0.8787961060757267
18.201510049038838,0.00025830190815064865,9.169443391157497,8.51279040421992,78.77200391239117,85.56403022317009,1.859583312290721,15.348551460535145,0.7495710989268504
2.307409133013583,0.0005797136265760683,4.288153375946258,4.062750299058527,27.506269499378778,83.78979445945592,0.31210403050331703,4.605656505777013,0.6390829584631248
1.9279919091862374,0.0006852227812305688,6.91277173330186,10.030028910048522,39.844152529354595,145.69282413630611,0.6439200356095955,9.863340285308436,0.6710555657089992
4.415791406104841,0.0006499335765013459,1.7797010726473452,2.299242633459692,41.01777166876471,99.64279843666199,0.5389782017289177,4.063354238201825,0.6905893222782308
12.723059918298471,0.0008331459522356457,3.650145043026548,7.51845497444774,63.10991266779423,64.46273683691116,0.12287251067403837,12.133518376197308,0.8643920706701831
9.459435331511038,2.479322457025679e-05,6.902245420348766,8.191786122812971,40.16597059240385,142.6138211499521,1.1130301501936677,19.002684362647894,0.691752457703349
23.319204147674277,0.0008200037539788191,6.500657006433821,2.557793518787683,44.23389157961305,40.213743887112166,1.8046579168040489,15.377083197817553,0.700869294823445
18.496536309944172,0.0008625801543510103,6.070503025664455,13.183509041289783,59.77388174050341,31.695395442284067,0.4509340226691736,7.4408212197132295,0.9597614915917159
20.190656882295258,0.00024611192141567366,2.932532187635269,5.218375952958718,64.14335994551075,20.729903070902548,0.1334154618499642,16.450482941249895,0.8243956722417716
14.462536486647636,0.0009680445639642958,8.94658623893308,10.338481641848194,28.592083456690148,140.92117368494687,0.15109796697227773,10.085318653812518,0.9793898975853734
16.26637932601505,0.0002550912231329396,3.259635029583229,9.226812995084412,62.28723532361126,137.19822260983364,0.17701315949073929,6.007747546907867,0.8253231348649491
19.512744920484664,0.0007983833804837878,3.0591094964711223,6.521795613919494,28.689434196225328,105.0601374807287,1.6196768446588543,13.322115609368229,0.7661359655550218
18.401941415673743,0.0002681257770153391,7.603843127853927,2.658683255071939,50.44196495004425,106.90154246216557,0.43686754045906806,15.488997524811804,0.8252796092381268
7.370597676090605,0.0006520112131032264,9.14033493013314,3.6509652276307394,61.00904174498425,48.69524686818225,1.354943131343127,14.839141187238788,0.728064586030855
0.7652246626341086,0.0009642907721714885,3.4742460077397874,8.567158989073949,50.808925274622254,91.89986054210121,0.5843490519575564,5.6067473540984265,0.6965678012393525
22.55816988565959,0.0007204021398715768,1.7554040465451124,13.3196874106568,27.214211279023942,55.230046495230965,0.27488407663318637,8.188235327770737,0.7548129198624901
1.3568570216184714,0.00020756301779094604,7.0520508132722926,5.163546586625644,47.49609090467757,53.95574727433169,1.7067129644307395,15.913087051455422,0.5607151204670191
13.029131140638764,0.0005195250624944028,1.0205285405656097,10.066625286158432,73.72096321389424,47.57820662638129,1.0107747692371585,17.065339011159818,0.8295360270610077
17.54110480356223,0.0006331145178027034,6.7878730158188745,2.127092618110609,54.25478196922727,87.7430712482533,0.6892698780467927,2.425519507855136,0.7892897272336815
19.112194142939025,0.0006155132252020531,1.5161665785729956,10.719678507798807,25.810032380196443,24.648513490988716,0.1295981335424987,19.672158296866925,0.8327719946203337
2.8120090274242693,0.0008901542753181135,3.147017950094231,9.053486681140438,42.44052310758596,125.10958129279845,1.0726234117827245,2.140941701495156,0.6379745058712502
11.165025867651888,0.0005945165614722491,5.589466581931821,14.022347556562643,74.0607055622059,113.1047795465438,1.4576565560820298,3.1168875792532185,0.7913479165593039
5.178885426773714,0.00042429451413114995,3.243543196253151,11.531106527697249,45.679045569894754,55.293568102415996,1.877448289486878,12.861949075321434,0.5794655994435312
3.4227895441883387,0.0005160682408438163,8.060932629785567,8.458164657312722,29.235700482958975,138.6975392510487,0.5047265060812786,9.241010352351806,0.6484871381013723
